"language","license","rightsHolder","accessRights","datasetID","institutionCode","datasetName","taxonID","scientificName","kingdom","phylum","order","family","genus","taxonRank","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:6db09d1012865d0431fd9467f757ae9f","Lepinotus patruelis","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:83058f25f09209eb5bb906f7f227076b","Lepinotus reticulatus","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:5107aec0a0db6625e1c24c23e99a0fff","Liposcelis bostrychophila","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:640f75b26b4ac91b8d5ca34a558adf5a","Liposcelis brunnea","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:9193662b53b3a13a1eb20fb8a6422ed7","Liposcelis paeta","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:15045813ec428b9f08ee3cc50a3364f7","Psoquilla marginepunctata","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:fa606503c94c9b16fff50ff760ccfd2e","Psyllipsocus ramburii","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:2a21b2165fad19659d88b2799107175e","Trichopsocus clarus","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:0aa2069e0be99ab8196b654c11db1162","Trogium pulsatorium","Animalia","Arthropoda","Psocoptera",,,"species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e7ce7d0acb022af236a990ebfa507507","Tapinoma magnum, Tapinoma nigerrimum complex","Animalia","Arthropoda","Hymenoptera","Formicidae","Tapinoma","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:13804ff422c60a29bcdec99bf90e6a6b","Enderleinellus kumadai Kaneko, 1954","Animalia","Arthropoda","Phthiraptera","Enderleinellidae","Enderleinellus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:0bd36fa88a3080c7e98593020f71fb91","Hoplopleura erismata Ferris, 1921","Animalia","Arthropoda","Phthiraptera","Hoplopleuridae","Hoplopleura","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:162ff8e7ac05a6364d9638211243fc0c","Cydalima perspectalis (Walker, 1859)","Animalia","Arthropoda","Lepidoptera",,"Cydalima","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:eca3f594f039612365bc9f2759252af7","Entyloma calendulae (Oudem.) de Bary","Fungi","Basidiomycota","Entylomatales","Entylomataceae","Entyloma","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:def51f65f012deff94348ca9896a2dfc","Entyloma dahliae Syd. & P. Syd.","Fungi","Basidiomycota","Entylomatales","Entylomataceae","Entyloma","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:1a0dc59ccbd186216aade582fbb535cc","Entyloma eschscholtziae Harkn.","Fungi","Basidiomycota","Entylomatales","Entylomataceae","Entyloma","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e7b1ab902d0c460759a7aaeaa4ef3c12","Sporisorium destruens (Schltdl.) Vánky","Fungi","Basidiomycota","Ustilaginales","Ustilaginaceae","Sporisorium","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:007b4b6cff9853744af4bac5faf03b72","Thecaphora oxalidis (Ellis & Tracy) M. Lutz, R. Bauer & Piątek","Fungi","Basidiomycota","Ustilaginales","Glomosporiaceae","Thecaphora","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:3b23d597036f327aaeaa4a423de62cac","Urocystis trollii Nannf.","Fungi","Basidiomycota","Urocystidales","Urocystidaceae","Urocystis","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:766bd661f426861a72e3bcf41913cdbb","Ustilago maydis (DC.) Corda","Fungi","Basidiomycota","Ustilaginales","Ustilaginaceae","Ustilago","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e91e6ad3c7d8fc6a7ad46cf5e2920fc0","Lentinula edodes (Berk.) Pegler","Fungi","Basidiomycota","Agaricales","Omphalotaceae","Lentinula","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:23a192c63089427588695c2c52467910","Stropharia aurantiaca (Cooke) M. Imai","Fungi","Basidiomycota","Agaricales","Hymenogastraceae","Stropharia","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:8da36a54202d74f1e3ff0f2e53d280ed","Campylopus introflexus Bridel, 1819","Plantae","Bryophyta",,,,"species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:75989a27ab8b5bb055f8eaa4bddbc6bd","Lophocolea semiteres (Lehm.) Mitt.","Plantae","Bryophyta",,,,"species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:0338bf66bffd36ae51953987b1e327cd","Orthodontium lineare Schwaegrichen, 1827","Plantae","Bryophyta",,,,"species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:bf5830921f091ece6e0bddf486329fe1","Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985","Animalia","Bryozoa","Cheilostomatida","Candidae","Tricellaria","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:9156bb39d7c48d6c00015f10356c378a","Chara braunii S.G.Gmel.","Plantae","Charophyta","Charales","Charophyceae","Chara","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:93f032ef550764f09f06b824bfe26168","Pleurodeles waltl Michahelles, 1830","Animalia","Chordata","Caudata","Salamandridae","Pleurodeles","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:7c135fd9079e223ad0ca34d4a62d80ec","Rhinella marina (Linnaeus, 1758)","Animalia","Chordata","Anura","Bufonidae","Rhinella","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f3d0959a8575a4a52c8a211e5cc47340","Pelophylax ridibundus (Pallas, 1771)","Animalia","Chordata","Anura","Ranidae","Pelophylax","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ae80a81ee4f076c202e981afd3d91ce4","Podarcis siculus (Rafinesque-schmaltz, 1810)","Animalia","Chordata","Squamata","Lacertidae","Podarcis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ef3160b26c1f70d22f528507d9946a05","Lacerta viridis (Laurenti, 1768) s.l.","Animalia","Chordata","Squamata","Lacertidae","Lacerta","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:3112354302992e3b2942412f18824a57","Lithobates catesbeianus (Shaw, 1802)","Animalia","Chordata","Anura","Ranidae","Lithobates","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:26b25c88b457341c87edb0dbca4bdcba","Podarcis muralis (Laurenti, 1768)","Animalia","Chordata","Squamata","Lacertidae","Podarcis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:d7d4634d59911572835b8d68b682df09","Trachemys scripta subsp. elegans (Wied, 1838)","Animalia","Chordata","Testudines","Emydidae","Trachemys","subspecies","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:348d670934acf5e64c5845c22483dcad","Trachemys scripta subsp. troostii (Holbrook, 1836)","Animalia","Chordata","Testudines","Emydidae","Trachemys","subspecies","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:34578d09afa85247cfc1d1d993e85f23","Graptemys pseudogeographica subsp. pseudogeographica (Gray, 1831)","Animalia","Chordata","Testudines","Emydidae","Graptemys","subspecies","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ea9ce2308eceec4408dc779b2c41e1b5","Pelophylax bedriagae (Camerano, 1882)","Animalia","Chordata","Anura","Ranidae","Pelophylax","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:69c04e84e8c6abc981ad1c57068556cb","Xenopus laevis (Daudin, 1802)","Animalia","Chordata","Anura","Pipidae","Xenopus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:d74c6f26c07265dba220e65aa59cd69d","Trachemys scripta subsp. scripta (Schoepff, 1792)","Animalia","Chordata","Testudines","Emydidae","Trachemys","subspecies","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:11f754026fc161e815b828b2126129f7","Graptemys pseudogeographica subsp. kohnii (Baur, 1890)","Animalia","Chordata","Testudines","Emydidae","Graptemys","subspecies","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:aad6c377da61735b1c5461e877edf03f","Pachytriton labiatus (Unterstein, 1930)","Animalia","Chordata","Caudata","Salamandridae","Pachytriton","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:c0c9cd1c21da4c817adb6003f8bb5bd7","Triturus marmoratus (Latreille, 1800)","Animalia","Chordata","Caudata","Salamandridae","Triturus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:7c9104fee9ebf9aec00717959e423e75","Orthriophis taeniurus (Cope, 1861)","Animalia","Chordata","Squamata","Colubridae","Orthriophis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:97e0c3c6761da310202ce679ffb02f0e","Natrix helvetica Lacépède, 1789","Animalia","Chordata","Squamata","Natricidae","Natrix","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:a0be227e2f527ac9e9902c824c4ec6d5","Batrachochytrium salamandrivorans A. Martel, Blooi, Bossuyt & Pasmans, 2013","Fungi","Chytridiomycota",,,"Batrachochytrium","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:4573993d9f1c11852bbf3ec29b34e066","Batrachochytrium dendrobatidis Longcore, Pessier & D.K. Nichols","Fungi","Chytridiomycota",,,"Batrachochytrium","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:1e9f0f5e781d6e595e1b7bfae4d00b88","Spiranthes cernua x S. odorata","Plantae","Embryophyta","Asparagales","Orchidaceae","Spiranthes","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:7cc09d9ea9111f118d55552bf28c7342","Aphanomyces astaci Schikora","Chromista","Heterokontophyta","Saprolegniales","Leptolegniaceae","Aphanomyces","species","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:5e110f7f024e5d2f10cb3fd231765bb1","Callosciurus erythraeus (Pallas, 1779)","Animalia","Mammalia","Rodentia","Sciurudae","Callosciurus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:57d6dec70a1a1b277dd49d9da6b669aa","Callosciurus prevostii (Desmarest, 1822)","Animalia","Mammalia","Rodentia","Sciurudae","Callosciurus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f91b4c42b31377b277a8eb1aeef594b5","Tamiasciurus hudsonicus (Erxleben, 1777)","Animalia","Mammalia","Rodentia","Sciurudae","Tamiasciurus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ea75f869bf4fef4a9b278a4cca5b17ca","Sciurus niger Linnaeus, 1758","Animalia","Mammalia","Rodentia","Sciurudae","Sciurus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:843f33e3e64980d12946fe852b4e0e1e","Sciurus carolinensis Gmelin, 1788","Animalia","Mammalia","Rodentia","Sciurudae","Sciurus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:49813a076dc711cfc7346904890e425f","Tamias sibiricus (Laxmann, 1769)","Animalia","Mammalia","Rodentia","Sciurudae","Tamias","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:d40e2dd76238baec6aed6ea56d9a534b","Nyctereutes procyonoides (Gray, 1834)","Animalia","Mammalia","Carnivora","Canidae","Nyctereutes","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f18f9214b2bf772321015ba378f1394e","Procyon cancrivorus","Animalia","Mammalia","Carnivora","Procyonidae","Procyon","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:86691b2598f39264e9a3bd47e03a6c3b","Nasua nasua (Linnaeus, 1766)","Animalia","Mammalia","Carnivora","Procyonidae","Nasua","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:275025010e3bea243fa9ce9532ec6d72","Mephitis mephitis (Schreber, 1776)","Animalia","Mammalia","Carnivora","Mephitidae","Mephitis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:385364b6232734897633a95d3830a630","Mustela vison Schreber, 1777","Animalia","Mammalia","Carnivora","Mustelidae","Mustela","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:ae7eec3cf884d2e57367ee05dcba4684","Sarcophilus harrisii (Boitard, 1841)","Animalia","Mammalia",,"Dasyuridae","Sarcophilus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:e55a4d1859bbd682ddb51b627098defe","Oryctolagus cuniculus (Linnaeus, 1758)","Animalia","Mammalia","Lagomorpha","Leporidae","Oryctolagus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:9ff05227e4481f8f997eab5ab232e364","Procyon lotor (Linnaeus, 1758)","Animalia","Mammalia","Carnivora","Procyonidae","Procyon","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:b26fdc638376907d27c4ee9fbb486795","Meriones unguiculatus (Milne-Edwards, 1867)","Animalia","Mammalia","Rodentia","Muridae","Meriones","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:7da4576fcbf87e1642f69d1a258f65e0","Myocastor coypus (Molina, 1782)","Animalia","Mammalia","Rodentia","Myocastoridae","Myocastor","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:c7652f8a4bd180288dd7bb0339fb3532","Rattus norvegicus (Berkenhout, 1769)","Animalia","Mammalia","Rodentia","Muridae","Rattus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:26674daaa2dbc0076155a4c1bc9771a3","Muntiacus reevesi (Ogilby, 1839)","Animalia","Mammalia","Artiodactyla","Cervidae","Muntiacus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:5d54247062aa163fc4eb4788d4d23ad9","Dama dama (Linnaeus, 1758)","Animalia","Mammalia","Artiodactyla","Cervidae","Dama","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:2b08658160feaa6b8796da6b359c133c","Cervus nippon Temminck, 1838","Animalia","Mammalia","Artiodactyla","Cervidae","Cervus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f7271a35ec4e10840106f492b86e8bb8","Castor canadensis Kuhl, 1820","Animalia","Mammalia","Rodentia","Castoridae","Castor","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:b151e5839b2b692e8d1a0dc3cf0ae6ca","Cynomys ludovicianus (Ord, 1815)","Animalia","Mammalia","Rodentia","Sciuridae","Cynomys","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:77cc867ef34c63c9cfbd93b7ec4c5798","Ondatra zibethicus (Linnaeus, 1766)","Animalia","Mammalia","Rodentia","Cricetidae","Ondatra","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:b577f19eaa5a4484840ef9e20b483b77","Ovis ammon (Linnaeus, 1758)","Animalia","Mammalia","Artiodactyla","Bovidae","Ovis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:f1f1a32768b381663234cafe4d2dac22","Felis catus Linnaeus, 1758","Animalia","Mammalia","Carnivora","Felidae","Felis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:80cb6f7d60d1ed09ca92b75c7d224860","Rupicapra rupicapra (Linnaeus, 1758)","Animalia","Mammalia","Artiodactyla","Bovidae","Rupicapra","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:8237b409cab033b4e94b86cc7b488bdd","Hydrochoerus hydrochaeris (Linnaeus, 1766)","Animalia","Mammalia","Rodentia","Caviidae","Hydrochoerus","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:27a54674f4afcd6d8dbc893680da5bae","Dolichotis patagonum (Zimmermann, 1780)","Animalia","Mammalia","Rodentia","Caviidae","Dolichotis","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:10eddc4a0f489767d644ad73a2551805","Bellamya chinensis (Gray, 1834)","Animalia","Mollusca",,,"Bellamya","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:6d9eac590ac3de9e2e6ef6c11a8a5c7e","Meloidogyne artiellia Franklin, 1961","Animalia","Nematoda","Tylenchida","Meloidogynidae","Meloidogyne","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:9e314e6a42d182ccfbd8c2d58095f852","Anguillicola crassus Kuwahara, Niimi & Itagaki, 1974","Animalia","Nematoda",,"Anguillicolidae","Anguillicoloides","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:5af88cdec41200398f311e61bb98a333","Mastophorus","Animalia","Nematoda",,,"Mastophorus","genus","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","https://www.inbo.be/en/norms-data-use","","INBO","Ad hoc checklist of alien species in Belgium","ad-hoc-checklist:taxon:2772197eb7786a8da331440c09e79155","Caenoplana bicolor (Graff, 1899)","Animalia","Platyhelminthes","Tricladida","Geoplanidae","Caenoplana","species","ICZN"
