"taxonID","locationID","locality","countryCode","occurrenceStatus","establishmentMeans","eventDate","source"
"ad-hoc-checklist:taxon:4274881799ce895ef56d3e0f8ae95bbc","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2012/2012",
"ad-hoc-checklist:taxon:447fdfc3a426263fd3a5cae03cb34204","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1956/2017",
"ad-hoc-checklist:taxon:447fdfc3a426263fd3a5cae03cb34204","ISO_3166-2:BE-BRU","Brussels-Capital Region","BE","present","introduced","1907-11-29/2018",
"ad-hoc-checklist:taxon:45806c83ceccb4827f9b2041722ed2eb","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:47d4e1bad5ea8d260745d577f7be4e86","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","2013/2018",
"ad-hoc-checklist:taxon:49172b005a81e740fe6f1166fc1e6569","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2000/2015",
"ad-hoc-checklist:taxon:4b0d5c86af10d8d352b42429e8ec2cac","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:4e687f4a4089f3b2788adcd5a19402fc","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2010/2011",
"ad-hoc-checklist:taxon:50367f653e8ac3a09904d19cbc01f9df","ISO_3166-2:BE","Belgium","BE","present","introduced","1899-08/2018",
"ad-hoc-checklist:taxon:50caec46f199dfca763b22e0d0b613de","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2015-08-05/2018",
"ad-hoc-checklist:taxon:55a332c8380a59e4ab95333e462a205a","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:59f8572ae676195abe1e9803877c5d7a","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:5a301b2ce41ed409bda3ac832adbb899","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:5a973a355a3f3f044f8b3b74c1f32fb5","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:5baafd77721114ff75476339d2f8c884","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2006/2017","https://www.natuurpunt.be/nieuws/taiwanese-rattenslang-plant-zich-voort-dankzij-microklimaat-20160707"
"ad-hoc-checklist:taxon:5d0a24e1e5042c21fc0230ea2d5e81dd","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:5d298713ad0df730898cf2be965a92f7","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2016/2016","https://waarnemingen.be/waarneming/view/121300320"
"ad-hoc-checklist:taxon:5ed5b867a8767903a3eb635ce5321710","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2001/2001",
"ad-hoc-checklist:taxon:5eda37e738d18fd515c0c8a8da9d4725","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2008/2018","https://doi.org/10.1603/ME11170"
"ad-hoc-checklist:taxon:5fe104421fec2c7ec32b5a23d426a316","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:60536e5546cb065699987f24f80bcb84","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:612ebebbced1f2fde1b60708a6a4f11f","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1999/1999",
"ad-hoc-checklist:taxon:6174540d54098b8a479cc32c69aaf0ba","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:63898d0eef3dacae6d647f04b28c0a2c","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1994/2010",
"ad-hoc-checklist:taxon:6586255ef4fb8fe3ccd29b2ffeace005","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1992/1992",
"ad-hoc-checklist:taxon:66a451fb2acbe5836cf1afbf8274e1b8","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1998/2018",
"ad-hoc-checklist:taxon:67b20a1a40c5e579f2d3fe9f5c8790fd","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2010/2018",
"ad-hoc-checklist:taxon:67b20a1a40c5e579f2d3fe9f5c8790fd","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","2009/2018",
"ad-hoc-checklist:taxon:68916fbeb157ddb262cf755a69576ea0","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2016/2018",
"ad-hoc-checklist:taxon:68916fbeb157ddb262cf755a69576ea0","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","2011/2018",
"ad-hoc-checklist:taxon:6903c680ae5abdaf3d3ab9f588856e5c","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:69ec9a12c7a86954f2e64c8bec85bd07","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1911/2018","www.formicidae-atlas.be"
"ad-hoc-checklist:taxon:6ce79e00fbd3edc5f58406421a06260d","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:71cd2d15b56a3bd7b5497df60131b5d6","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2001/2012",
"ad-hoc-checklist:taxon:736ed3f84e765a39fa1304be34129d8f","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:74af955b12d3b3cd72d88a8c169c0569","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1991/1991",
"ad-hoc-checklist:taxon:756dc375e0ef5362b2562ba6cb786df2","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2014/2014",
"ad-hoc-checklist:taxon:759ecf308e8859af6f44bc6c6fa2a014","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2010/2010",
"ad-hoc-checklist:taxon:77dcca4a49b2638334e79385fe2ba66a","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:77e44a34afadf57571bfc46461e81f9d","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1985/2018",
"ad-hoc-checklist:taxon:791e0e4fb6b3e093fb0b769a61f16788","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1864/2018",
"ad-hoc-checklist:taxon:798d360624ed6673b6ec47dce1b6d32c","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:79e908d74f3fb118ec41efea68df4f71","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2001/2007",
"ad-hoc-checklist:taxon:7a459fee00397a728aa28c82a8eee160","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:7ad1f00dd7b46bd18099141e10297fb7","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1992/1992",
"ad-hoc-checklist:taxon:7ae16b088cb788d9d9f00a8877280a4e","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2016/2018",
"ad-hoc-checklist:taxon:7c10a87da5464b41b741a7af47552f77","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2012-06-24/2014-03-30","https://doi.org/10.1478/AAPP.942A4"
"ad-hoc-checklist:taxon:7e3ad75a5d28187179e77211218b865d","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1984/2017",
"ad-hoc-checklist:taxon:7f11de4c8fdb0b64c7d7d27b0c6dc2a7","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1987/2018","http://www.zoogdierwinkel.nl/sites/default/files/imce/nieuwesite/Winkel/pdf%20download/Zoogdier_Jaargang_19_2_2008_JUN_0.pdf"
"ad-hoc-checklist:taxon:82ec35970da932c0c92da5c99ed64fa8","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1976/2018",
"ad-hoc-checklist:taxon:832909467fcede813c0eda7fbf70f07e","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2016/2016",
"ad-hoc-checklist:taxon:84f26320056083df9950852e2d8c1c0b","ISO_3166-2:BE-BRU","Brussels-Capital Region","BE","present","introduced","1991/2009",
"ad-hoc-checklist:taxon:84f26320056083df9950852e2d8c1c0b","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:878b8b6d2e6690a8e3821f5cd78f328a","ISO_3166-2:BE","Belgium","BE","present","introduced","1830/2018",
"ad-hoc-checklist:taxon:878b8b6d2e6690a8e3821f5cd78f328a","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","1830/2018",
"ad-hoc-checklist:taxon:87a18ac95d68ccbd4eb2ca9b1e25f075","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2001/2014","http://www.bladmineerders.be/nl/content/macrosaccus-robiniella-clemens-1859"
"ad-hoc-checklist:taxon:8ae2ff291867f48590ad14a078ced6a7","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:8b094ef3e77371b420c1549a81fdba10","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2011/2018",
"ad-hoc-checklist:taxon:8f380903a5963bd635f634610dd04fb7","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:906ca7e6f45a2b207c58622f6d9b69e3","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2016/2017",
"ad-hoc-checklist:taxon:91822ad298e6219b5f885cfbc20efabe","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1980/2018",
"ad-hoc-checklist:taxon:92fb0d3a683ca7f8bbc4767c829740c0","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2004/2011","https://doi.org/10.1007/s10530-015-0898-z"
"ad-hoc-checklist:taxon:947d397f145aa9e5bc8a873060204dea","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2012/2012",
"ad-hoc-checklist:taxon:956c4d4fc4ba0489ba6d8e1fca72179d","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2015/2015",
"ad-hoc-checklist:taxon:975d566036e4f83b7e0ccbb855e19183","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2002/2002",
"ad-hoc-checklist:taxon:975d58520f60775327fb1305541a202f","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:98d9b43b919f620115dc607730389ac9","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2009-07-17/2018",
"ad-hoc-checklist:taxon:99b034cdf7b8db76ae306bb17c84eb9f","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1995/1995",
"ad-hoc-checklist:taxon:9a62b6b1deb46557e7ef4f1a1e863625","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:9a83ca9aca6a69fa520d18e7267ad5a7","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:9c1d6381c9909b0faab09d96df4545d0","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2015-02-05/2018",
"ad-hoc-checklist:taxon:9d1b60da59f707ea6160bf3117ee9e00","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:9d2a97512205c817d49c843a70ec07de","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:9d707dcb305def3bb6e7190d50859c28","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2008/2012","https://doi.org/10.7872/crym.v34.iss2.2013.211"
"ad-hoc-checklist:taxon:9d707dcb305def3bb6e7190d50859c28","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","2012/2018","https://doi.org/10.7872/crym.v34.iss2.2013.211"
"ad-hoc-checklist:taxon:9d8e7dacdcb719bf51e002ab54f630ec","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2010/2014",
"ad-hoc-checklist:taxon:9d8e7dacdcb719bf51e002ab54f630ec","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:9dba82e47ca10d793d6b657d9da92329","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2014/2014","http://www.zoogdierwinkel.nl/sites/default/files/imce/nieuwesite/Winkel/pdf%20download/Zoogdier_Jaargang_19_2_2008_JUN_0.pdf"
"ad-hoc-checklist:taxon:9f17cf58e532736b38298bc8b0f4cde6","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","?/2018",
"ad-hoc-checklist:taxon:a1a77adf993c161c8d236971ada4034e","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","2014/2015",
"ad-hoc-checklist:taxon:a5574333e75b19daa52075893943ce68","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:a63f0128a224c6ca04e1a2e577ee53ce","ISO_3166-2:BE","Belgium","BE","present","introduced","2018/2018",
"ad-hoc-checklist:taxon:a6d5baef654883371c71141f1762a85d","ISO_3166-2:BE-VLG","Flemish Region","BE","present","introduced","1956/2018",
"ad-hoc-checklist:taxon:a871336ba316b0abe0f92ac0bd82ae7d","ISO_3166-2:BE-WAL","Walloon Region","BE","present","introduced","1995/2018",
